ProductId,StoreId,StoreName,Address,neighborhood,QuantityAvailable
869,21724,Kmart,9306 Glacier Hill Terrace,Cherry Hill,7
870,21724,Kmart,83079 Sutherland Pass,Cherry Hill,12
871,48187,Dollar General,49847 Petterle Circle,Glen Oaks,7
872,21755,Tuesday Morning,31 Killdeer Crossing,Belair-Edison,12
873,48187,Dollar General,48816 Bartillon Place,Glen Oaks,11
874,21035,Bargain Hunt,8 Glacier Hill Parkway,Mount Holly,11
875,22752,Costco,77718 Randy Court,Baltimore Highlands,7
876,84029,Ocean State Job Lot,83 Del Sol Crossing,Fells Point,3
877,71053,Family Dollar,771 Gerald Way,Ashburton,11
878,84879,Ben Franklin,07 Waywood Road,Bridgeview/Greenlawn,8
879,22960,Harbor Freight Tools,7196 Morning Hill,Loch Raven,4
880,37444,Ollie's Bargain Outlet,2377 Coolidge Road,Charles Village,7
881,22749,Gabe's,77 Waubesa Lane,Oliver,6
882,21791,Dollar Tree,81978 Stoughton Parkway,Mondawmin,10
883,22622,Target,01 Delladonna Terrace,Hoes Heights,6
884,21791,Dollar Tree,22576 Sullivan Court,Mondawmin,12
885,22960,Harbor Freight Tools,908 Iowa Terrace,Loch Raven,2
886,22622,Target,25 Norway Maple Plaza,Hoes Heights,11
887,22728,HomeSense,4 Pond Terrace,Glenham-Belford,11
888,22728,HomeSense,25258 Westport Junction,Glenham-Belford,10
889,22912,Marshalls,9 Merry Crossing,Central Park Heights,2
890,22745,Burlington Coat Factory,5278 La Follette Hill,Upton,11
891,84879,Ben Franklin,794 Armistice Plaza,Bridgeview/Greenlawn,3
892,22913,Stein Mart,31458 Calypso Alley,Gay Street,2
893,22727,Fred Meyer,9804 American Ash Pass,Charles Village,9
894,21883,Bi-Mart,0785 Kensington Plaza,Washington Village,10
895,22623,Gordmans,2230 Evergreen Pass,Hampden,1
896,22726,Shopko,17 Gateway Drive,Millhill,5
897,21791,Dollar Tree,082 Karstens Plaza,Mondawmin,6
898,22912,Marshalls,0140 American Park,Central Park Heights,10
899,84406,BJ's Wholesale Club,0037 Victoria Crossing,Morrell Park,9
900,22914,Five Below,8971 Di Loreto Point,Washington Village,2
901,22726,Shopko,40 Graedel Hill,Millhill,1
902,21035,Bargain Hunt,2487 Hovde Terrace,Mount Holly,1
903,22914,Five Below,223 Sheridan Trail,Washington Village,10
904,22960,Harbor Freight Tools,9230 Park Meadow Hill,Loch Raven,10
905,21791,Dollar Tree,1 Eastlawn Parkway,Mondawmin,5
906,48187,Dollar General,34 Cascade Plaza,Glen Oaks,11
907,84969,Dd's Discounts,41701 4th Place,Canton,4
908,71053,Family Dollar,92 Vera Parkway,Ashburton,5
909,21883,Bi-Mart,285 Harbort Center,Washington Village,6
910,21756,Roses,3735 Lien Drive,Frankford,2
911,22913,Stein Mart,5 Orin Hill,Gay Street,12
912,21035,Bargain Hunt,5 Vermont Crossing,Mount Holly,6
913,48187,Dollar General,5693 Bultman Road,Glen Oaks,7
914,22913,Stein Mart,2 Esch Park,Gay Street,7
915,21777,Walmart,1311 Jenna Parkway,Sabina-Mattfeldt,6
916,22749,Gabe's,8 Carey Court,Oliver,3
917,21724,Kmart,532 Express Crossing,Cherry Hill,10
918,22913,Stein Mart,4 Swallow Center,Gay Street,12
919,22726,Shopko,2 Rockefeller Crossing,Millhill,9
920,84029,Ocean State Job Lot,3 1st Court,Fells Point,5
921,22623,Gordmans,1 Bartelt Road,Hampden,5
922,22752,Costco,23 Ryan Lane,Baltimore Highlands,8
923,10002,T.J. Maxx,24 Summit Center,Seton Business Park,7
924,84406,BJ's Wholesale Club,759 David Point,Morrell Park,6
925,22960,Harbor Freight Tools,58332 Talmadge Avenue,Loch Raven,4
926,21791,Dollar Tree,67808 Spaight Pass,Mondawmin,12
927,21791,Dollar Tree,76 Maywood Court,Mondawmin,6
928,84029,Ocean State Job Lot,24347 Stone Corner Road,Fells Point,1
929,22912,Marshalls,4 Katie Trail,Central Park Heights,10
930,21724,Kmart,342 Green Drive,Cherry Hill,8
931,37444,Ollie's Bargain Outlet,988 Michigan Avenue,Charles Village,8
932,37444,Ollie's Bargain Outlet,5 Independence Crossing,Charles Village,6
933,21730,Fred's,920 Larry Parkway,Pulaski Industrial Area,6
934,22727,Fred Meyer,5 Magdeline Street,Charles Village,3
935,21730,Fred's,4 Onsgard Way,Pulaski Industrial Area,8
936,21777,Walmart,867 Fallview Junction,Sabina-Mattfeldt,5
937,84969,Dd's Discounts,48 Bay Road,Canton,8
938,21755,Tuesday Morning,08492 Vera Way,Belair-Edison,12
939,21035,Bargain Hunt,41269 Delladonna Drive,Mount Holly,10
940,22912,Marshalls,8 Lukken Terrace,Central Park Heights,6
941,21755,Tuesday Morning,9952 Lindbergh Alley,Belair-Edison,2
942,84029,Ocean State Job Lot,038 Ridgeway Circle,Fells Point,9
943,21755,Tuesday Morning,59 Porter Crossing,Belair-Edison,2
944,21756,Roses,52 Reinke Circle,Frankford,2
945,21883,Bi-Mart,8614 Ridgeway Center,Washington Village,8
946,48187,Dollar General,28 Sutteridge Alley,Glen Oaks,10
947,22748,Renys,12101 Pawling Junction,Port Covington,7
948,21883,Bi-Mart,6 Dottie Circle,Washington Village,1
949,22728,HomeSense,0 Division Avenue,Glenham-Belford,2
950,22633,Big Lots,715 Del Sol Road,Brooklyn,2
951,10002,T.J. Maxx,10 Cascade Drive,Seton Business Park,12
952,84406,BJ's Wholesale Club,441 Helena Place,Morrell Park,9
953,22622,Target,02193 Mifflin Avenue,Hoes Heights,1
954,21791,Dollar Tree,53247 Arkansas Parkway,Mondawmin,6
955,84406,BJ's Wholesale Club,76 Pine View Plaza,Morrell Park,5
956,48187,Dollar General,880 Fairview Avenue,Glen Oaks,5
957,71053,Family Dollar,72 Gulseth Parkway,Ashburton,4
958,21756,Roses,56067 Golf Way,Frankford,12
959,48187,Dollar General,6531 Dapin Plaza,Glen Oaks,10
960,22728,HomeSense,5 Packers Circle,Glenham-Belford,4
961,22749,Gabe's,4 Harper Hill,Oliver,11
962,22749,Gabe's,759 Gerald Circle,Oliver,12
963,22913,Stein Mart,0845 Goodland Street,Gay Street,10
964,21730,Fred's,42 Summit Alley,Pulaski Industrial Area,6
965,22745,Burlington Coat Factory,57786 Prairieview Alley,Upton,7
966,22623,Gordmans,168 Tomscot Junction,Hampden,4
967,10002,T.J. Maxx,5 Hanson Court,Seton Business Park,10
968,22726,Shopko,6359 Alpine Street,Millhill,2
969,21777,Walmart,660 Esker Alley,Sabina-Mattfeldt,5
970,22752,Costco,96487 Buena Vista Road,Baltimore Highlands,11
971,71053,Family Dollar,27 South Terrace,Ashburton,6
972,21730,Fred's,5 Waxwing Terrace,Pulaski Industrial Area,2
973,22726,Shopko,68988 Mitchell Circle,Millhill,10
974,21756,Roses,88 Annamark Center,Frankford,10
975,22622,Target,1 Lien Parkway,Hoes Heights,5
976,21777,Walmart,93318 Cascade Park,Sabina-Mattfeldt,1
977,48187,Dollar General,77 West Lane,Glen Oaks,9
978,22622,Target,0964 Schmedeman Drive,Hoes Heights,3
979,21777,Walmart,29193 Lunder Lane,Sabina-Mattfeldt,2
980,71053,Family Dollar,53033 Clyde Gallagher Crossing,Ashburton,8
981,10002,T.J. Maxx,6 Mayfield Terrace,Seton Business Park,10
982,22914,Five Below,4703 Blue Bill Park Point,Washington Village,11
983,22622,Target,302 Sundown Way,Hoes Heights,5
984,22622,Target,50768 Karstens Street,Hoes Heights,4
985,21791,Dollar Tree,84 Superior Drive,Mondawmin,12
986,37444,Ollie's Bargain Outlet,40 Blue Bill Park Pass,Charles Village,9
987,10002,T.J. Maxx,98 Lake View Junction,Seton Business Park,1
988,84879,Ben Franklin,09220 John Wall Point,Bridgeview/Greenlawn,12
989,85123,National Stores,0 Anthes Road,Bolton Hill,8
990,21883,Bi-Mart,2 Schmedeman Park,Washington Village,10
991,21756,Roses,9 Randy Road,Frankford,3
992,21755,Tuesday Morning,1557 Boyd Street,Belair-Edison,6
993,21777,Walmart,59238 Shopko Terrace,Sabina-Mattfeldt,6
994,22749,Gabe's,3 Tennyson Trail,Oliver,9
995,21724,Kmart,9 Morningstar Parkway,Cherry Hill,2
996,21777,Walmart,7 Roxbury Place,Sabina-Mattfeldt,3
997,10002,T.J. Maxx,9476 Morrow Trail,Seton Business Park,12
998,22745,Burlington Coat Factory,3029 Hollow Ridge Place,Upton,6
999,21755,Tuesday Morning,496 Dapin Hill,Belair-Edison,6
1000,22633,Big Lots,99 Granby Place,Brooklyn,2
